geographic_area,city,median_income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic,count
IN,Goshen,41117.0,76.0,22.6,78.2,2.6,0.5,1.2,28.1,1
IN,Greenwood,54176.0,91.5,13.7,90.1,1.7,0.3,3.7,5.0,1
IN,Hanover,40758.0,83.7,24.8,94.9,2.3,0.2,0.8,2.4,1
IN,Harmony,41853.0,89.4,6.8,97.6,0.8,0.0,0.3,1.2,1
IN,Knox,33125.0,75.1,20.9,96.3,0.4,0.2,0.3,2.9,1
IN,Kokomo,37623.0,86.3,21.3,83.5,10.7,0.4,1.0,3.3,1
IN,Lafayette,40419.0,85.6,19.8,83.6,6.2,0.4,1.4,12.1,1
IN,Monon,35542.0,74.5,31.1,77.2,0.6,0.4,0.2,28.4,1
IN,Muncie,31044.0,86.4,32.2,84.0,10.9,0.3,1.2,2.3,3
IN,Portage,53730.0,88.2,16.3,83.6,7.3,0.4,0.9,16.4,1
IN,Shelbyville,43395.0,83.4,16.9,91.9,1.9,0.2,1.0,7.1,2
IN,Terre Haute,31817.0,84.4,27.4,83.5,10.9,0.4,1.4,3.1,1
IN,Vincennes,35455.0,85.4,23.9,91.9,4.7,0.3,0.7,1.9,1
IA,Boone,46486.0,94.3,10.9,96.7,0.8,0.3,0.4,2.0,1
IA,Burlington,39586.0,89.7,19.6,88.2,7.2,0.3,0.8,3.1,1
IA,Cedar Rapids,53581.0,93.5,12.3,88.0,5.6,0.3,2.2,3.3,2
IA,Des Moines,46290.0,87.3,20.0,76.4,10.2,0.5,4.4,12.0,3
IA,Fort Madison,42595.0,91.7,17.7,89.3,5.5,0.4,0.6,6.7,1
IA,North English,46625.0,91.4,18.9,99.2,0.3,0.0,0.0,0.7,1
IA,Sioux City,43888.0,83.6,15.7,80.6,2.9,2.6,2.7,16.4,1
IA,Urbandale,78059.0,97.0,5.9,91.1,2.8,0.1,3.5,3.1,1
IA,Wellman,56983.0,93.2,5.7,97.3,0.1,0.5,0.1,1.8,1
KS,Assaria,51250.0,95.9,8.2,98.3,0.0,0.2,0.0,1.9,1
KS,Colby,44679.0,92.0,11.1,95.7,0.7,0.4,0.6,4.0,1
KS,Gardner,67422.0,94.4,3.8,89.7,3.0,0.5,1.9,6.2,1
KS,Hays,42976.0,94.5,17.7,92.8,1.1,0.3,1.8,4.7,2
KS,Hesston,59646.0,99.3,11.1,92.7,1.6,0.6,1.7,4.5,1
KS,Hutchinson,42350.0,87.6,13.9,87.9,4.3,0.7,0.6,10.6,2
KS,Kansas City,38749.0,77.8,24.9,52.2,26.8,0.8,2.7,27.8,2
KS,Leavenworth,52785.0,90.8,16.4,75.4,15.1,0.9,1.8,8.1,1
KS,Lehigh,65625.0,96.5,7.7,96.6,0.0,0.0,0.0,4.0,1
KS,McPherson,53566.0,94.4,6.2,93.2,1.5,0.4,0.8,4.8,1
KS,Medicine Lodge,54125.0,91.6,16.4,96.3,0.7,0.3,0.4,2.4,1
KS,Newton,45266.0,88.1,16.8,88.4,2.2,0.9,0.8,16.3,1
KS,Olathe,77335.0,94.0,6.9,83.1,5.3,0.4,4.1,10.2,1
KS,Rosalia,62917.0,81.3,12.8,98.2,0.6,0.0,0.0,2.3,1
KS,Topeka,42250.0,88.6,19.2,76.2,11.3,1.4,1.3,13.4,2
KS,Udall,45852.0,87.8,17.4,94.8,0.0,2.0,0.1,3.1,1
KS,Wichita,45947.0,87.5,17.3,71.9,11.5,1.2,4.8,15.3,4
KY,Barbourville,31708.0,78.7,29.7,92.4,5.1,0.4,0.2,1.2,1
KY,Bardstown,35825.0,85.6,24.4,82.3,12.4,0.2,0.8,3.7,1
KY,Berea,39906.0,86.5,26.9,90.7,4.0,0.5,1.2,2.7,1
KY,Booneville,12083.0,80.6,43.9,100.0,0.0,0.0,0.0,0.0,1
KY,Bowling Green,35604.0,84.8,28.1,75.8,13.9,0.3,4.2,6.5,1
KY,Brodhead,20379.0,63.0,41.1,98.0,0.1,0.2,0.2,1.0,1
KY,Burkesville,19403.0,70.5,33.1,87.8,8.3,0.1,0.5,1.1,1
KY,Edmonton,21649.0,73.3,29.7,96.2,1.8,0.4,0.2,1.3,1
KY,Elizabethtown,44568.0,88.3,16.3,80.4,11.6,0.3,2.6,4.3,2
KY,Elsmere,46642.0,83.9,22.3,84.3,7.1,0.4,0.4,8.2,1
KY,Fulton,24943.0,79.3,25.2,64.0,30.5,0.4,1.8,0.8,1
KY,Georgetown,59661.0,89.8,12.5,87.5,7.0,0.3,1.2,4.3,1
KY,Hiseville,29531.0,58.6,24.0,93.8,0.8,0.0,0.0,5.0,1
KY,Lancaster,29542.0,70.3,36.7,89.3,7.1,0.1,0.2,2.5,1
KY,Lawrenceburg,51303.0,87.9,11.8,93.3,3.2,0.2,0.8,1.9,1
KY,Leitchfield,27910.0,75.8,29.0,94.4,3.1,0.2,0.8,1.5,1
KY,London,31178.0,76.4,27.5,94.9,1.7,0.2,0.6,2.4,1
KY,Ludlow,44246.0,86.2,25.5,97.3,1.0,0.2,0.2,1.8,1
KY,Morehead,36026.0,85.4,36.1,93.2,3.2,0.2,1.3,1.9,1
KY,Owensboro,37279.0,85.5,19.8,87.5,7.3,0.1,0.9,3.2,2
KY,Paris,37109.0,82.9,22.8,81.1,11.5,0.2,0.4,6.7,1
KY,Phelps,27216.0,57.6,21.5,99.1,0.0,0.2,0.1,0.6,1
KY,Princeton,37500.0,86.9,26.3,87.8,9.0,0.2,0.4,1.2,1
KY,Richmond,30621.0,86.2,31.9,86.8,8.0,0.3,1.2,2.7,1
KY,Russellville,30743.0,74.3,27.4,78.1,15.9,0.3,0.4,4.2,1
KY,White Plains,40000.0,82.3,14.4,97.5,0.9,0.0,0.5,0.5,1
KY,Wilmore,38679.0,91.2,28.8,91.0,2.3,0.2,4.8,1.7,1
LA,Alexandria,34579.0,81.7,25.8,38.3,57.3,0.4,1.8,1.8,2
LA,Baton Rouge,39876.0,86.7,25.6,39.4,54.5,0.2,3.3,3.3,8
LA,Bossier City,47342.0,88.4,16.7,65.4,25.6,0.5,2.0,8.1,1
LA,Breaux Bridge,36288.0,74.1,23.7,50.0,47.3,0.4,0.6,1.3,1
LA,Cade,48750.0,80.6,15.5,59.5,35.2,0.2,1.9,2.7,1
LA,Chalmette,40968.0,83.1,21.6,76.0,13.2,0.6,3.0,10.3,1
LA,Converse,24750.0,78.3,17.5,80.0,3.4,10.0,0.0,3.0,1
LA,Covington,49141.0,81.3,18.4,77.8,19.0,0.4,0.6,3.7,1
LA,Crowley,25607.0,64.8,34.9,64.6,32.5,0.3,0.3,1.9,1
LA,Denham Springs,49498.0,83.5,17.8,81.3,14.9,0.4,0.5,4.1,1
LA,Franklin,29964.0,78.9,29.5,40.1,56.2,1.1,0.7,1.9,1
LA,Gretna,36880.0,77.1,22.7,55.4,34.3,0.5,2.7,13.8,1
LA,Harvey,39014.0,77.2,20.7,43.5,41.1,0.4,6.8,13.4,2
LA,Homer,27050.0,79.0,40.0,33.0,64.3,0.1,0.8,1.4,1
LA,Houma,47052.0,79.9,20.9,66.0,24.4,4.0,1.0,4.8,3
LA,Kenner,47527.0,84.7,15.5,61.6,24.0,0.4,3.7,22.4,1
LA,Mamou,19297.0,60.6,41.1,54.7,43.0,0.2,0.2,1.4,1
LA,Mandeville,71689.0,92.0,6.0,90.6,4.4,0.3,1.9,5.3,1
LA,Marksville,25850.0,64.7,29.8,50.5,42.9,1.9,0.8,1.9,1
LA,Metairie,52421.0,89.0,13.8,80.0,10.4,0.3,3.3,12.6,2
LA,New Iberia,39061.0,76.0,23.3,52.5,41.5,0.2,2.7,3.1,2
LA,New Orleans,36792.0,85.2,27.0,33.0,60.2,0.3,2.9,5.2,7
LA,Pineville,38049.0,83.8,21.3,64.6,30.8,0.5,1.5,2.6,1
LA,Plaquemine,41447.0,80.3,22.6,46.7,51.0,0.2,0.4,2.4,1
LA,Port Barre,22273.0,72.6,38.0,71.6,25.7,0.1,0.2,1.6,1
LA,Raceland,41987.0,74.2,18.4,67.0,28.5,1.1,0.3,2.8,1
LA,Shreveport,38583.0,85.5,23.6,41.2,54.7,0.4,1.3,2.5,3
LA,Slidell,51958.0,87.5,16.3,76.0,17.0,0.5,1.6,6.3,1
LA,Winnsboro,19409.0,65.0,52.3,31.3,66.6,0.1,0.4,1.2,1
ME,Bangor,35674.0,91.4,26.2,93.1,1.7,1.2,1.7,1.5,1
ME,Madison,35718.0,86.7,22.7,97.1,0.4,0.5,0.4,1.3,1
ME,Naples,45114.0,100.0,4.4,97.7,0.7,0.2,0.2,0.0,1
ME,Portland,46280.0,92.5,19.7,85.0,7.1,0.5,3.5,3.0,1
ME,Presque Isle,36538.0,89.2,21.0,94.5,0.6,2.4,0.9,1.3,2
ME,Waldoboro,17614.0,98.4,42.3,96.5,0.1,0.4,0.6,1.9,1
MD,Baltimore,42241.0,82.5,23.7,29.6,63.7,0.4,2.3,4.2,8
MD,Bel Air,52656.0,98.1,28.2,95.5,0.9,0.0,1.2,1.2,1
MD,Bel Air,66828.0,95.5,5.0,89.8,4.4,0.2,1.8,4.3,1
MD,Capitol Heights,75788.0,79.7,13.0,3.3,91.3,0.3,0.1,5.4,1
MD,Chestertown,43977.0,84.5,24.9,74.2,20.4,0.3,1.8,4.2,1
MD,Columbia,100849.0,95.7,7.0,55.5,25.3,0.4,11.4,7.9,1
MD,District Heights,65732.0,89.5,8.8,6.0,90.1,0.2,0.6,3.7,1
MD,Dundalk,49435.0,79.7,13.7,81.3,11.0,0.9,1.7,5.0,1
MD,Elkridge,97118.0,91.9,5.6,61.6,19.8,0.3,12.2,6.3,1
MD,Elkton,53851.0,85.0,17.5,76.0,15.1,0.3,2.6,5.9,3
MD,Essex,48434.0,84.1,13.8,66.4,26.4,0.5,1.8,5.1,1
MD,Fort Meade,64518.0,96.3,6.3,62.0,23.9,0.7,2.9,12.6,1
MD,Frederick,64700.0,89.2,11.4,63.9,18.6,0.5,5.8,14.4,1
MD,Greenbelt,63585.0,89.0,11.3,30.1,47.8,0.3,9.7,14.3,1
MD,Landover,49774.0,79.8,15.6,5.9,81.9,0.4,0.7,14.6,2
MD,Middle River,53082.0,84.3,14.3,67.5,22.6,0.7,3.4,6.2,1
MD,Montgomery Village,74978.0,89.4,6.4,49.9,23.8,0.4,10.8,24.4,1
MD,North East,59614.0,82.2,6.5,87.2,7.6,0.4,1.5,3.3,1
MD,Overlea,61442.0,90.9,7.3,74.7,19.0,0.2,3.2,3.1,1
MD,Owings Mills,69891.0,91.8,8.5,34.3,51.0,0.3,7.8,7.0,1
MD,Pikesville,78891.0,96.1,6.8,77.0,14.5,0.1,6.0,2.7,1
MD,Randallstown,73397.0,93.5,10.0,13.5,80.7,0.2,2.0,2.7,2
MD,Reisterstown,61593.0,90.0,12.8,57.2,29.3,0.4,6.3,8.9,1
MD,Rising Sun,55893.0,87.4,14.7,95.8,0.7,0.7,0.6,2.6,1
MD,Salisbury,37705.0,85.6,27.4,55.7,34.4,0.3,3.2,7.0,1
MA,Beverly,72837.0,94.1,8.0,93.3,1.6,0.2,1.7,3.5,1
MA,Boston,55777.0,85.2,21.5,53.9,24.4,0.4,8.9,17.5,5
MA,Brockton,47557.0,81.0,18.6,46.7,31.2,0.4,2.3,10.0,1
MA,Everett,50762.0,79.8,14.9,62.8,14.3,0.4,4.8,21.1,1
MA,Lowell,48002.0,78.9,19.8,60.3,6.8,0.3,20.2,17.3,1
MA,Lynn,47429.0,79.9,20.2,57.6,12.8,0.7,7.0,32.1,4
MA,Oxford,64914.0,92.6,5.8,96.6,0.6,0.2,0.8,2.3,1
MA,Spencer,45750.0,80.6,16.9,95.1,0.8,0.3,0.8,4.3,1
MA,Taunton,53058.0,82.1,12.4,87.2,5.0,0.3,1.0,5.5,1
MA,Webster,43116.0,79.6,19.2,89.1,3.8,0.4,1.0,8.9,1
MI,Bay City,34743.0,86.7,22.2,89.7,3.5,0.6,0.5,8.5,1
MI,Beaverton,26538.0,89.5,31.4,97.7,0.4,0.7,0.0,0.7,1
MI,Belleville,45452.0,84.5,16.3,80.6,14.1,0.4,0.8,3.8,1
MI,Benton Harbor,18085.0,70.5,50.3,7.0,89.2,0.3,0.1,2.2,1
MI,Dearborn,47375.0,81.0,28.9,89.1,4.0,0.2,1.7,3.4,2
MI,Detroit,25764.0,78.3,40.3,10.6,82.7,0.4,1.1,6.8,5
MI,Grand Rapids,40355.0,85.1,26.0,64.6,20.9,0.7,1.9,15.6,1
MI,Kentwood,49612.0,89.6,14.6,70.1,15.4,0.4,6.6,8.5,2
MI,Lansing,35563.0,87.6,29.6,61.2,23.7,0.8,3.7,12.5,1
MI,Manistee,36338.0,92.2,19.0,91.5,0.5,3.8,0.4,3.4,1
MI,Marion,24821.0,87.2,43.7,98.3,0.1,0.5,0.0,1.3,1
MI,Portage,54040.0,95.8,11.0,86.9,4.9,0.4,3.8,3.1,1
MI,Romulus,42681.0,86.8,20.5,50.5,43.0,0.5,1.1,3.0,1
MI,Saginaw,27990.0,78.4,35.9,43.5,46.1,0.5,0.3,14.3,1
MI,St. Joseph,55012.0,95.6,8.7,88.1,5.3,0.3,3.4,2.8,1
MI,Southfield,49244.0,92.6,15.2,24.9,70.3,0.2,1.7,1.3,1
MI,Trenton,55218.0,91.7,8.0,95.5,1.3,0.5,0.7,3.2,1
MI,Warren,43523.0,84.1,19.7,78.4,13.5,0.4,4.6,2.1,1
MI,Wyoming,46849.0,84.0,14.9,75.8,7.2,0.6,2.8,19.4,2
MN,Aitkin,28281.0,85.5,24.6,95.5,0.8,1.5,0.3,1.2,1
MN,Alexandria,40633.0,92.6,14.7,96.3,0.8,0.4,0.7,1.5,1
MN,Austin,42268.0,85.4,15.9,86.8,3.0,0.3,2.4,15.4,1
MN,Bloomington,64540.0,93.1,8.9,79.7,7.2,0.4,5.9,6.8,1
MN,Burnsville,63649.0,93.9,11.2,77.5,10.0,0.4,5.0,7.9,2
MN,Cohasset,60597.0,94.3,7.3,94.9,0.1,2.0,0.4,0.6,1
MN,Columbia Heights,47717.0,86.2,16.8,69.7,13.5,1.5,4.8,11.9,1
MN,Eagan,82265.0,96.4,7.0,81.5,5.6,0.3,7.9,4.5,1
MN,Falcon Heights,71765.0,98.6,11.1,73.3,8.0,0.5,15.0,3.0,1
MN,Fridley,54652.0,90.0,13.0,75.2,11.1,1.2,4.9,7.3,1
MN,Hutchinson,51032.0,93.9,7.3,95.4,0.9,0.3,1.1,3.8,1
MN,Mankato,41425.0,94.1,26.2,89.9,4.0,0.3,2.8,2.9,1
MN,Minneapolis,51480.0,88.6,21.9,63.8,18.6,2.0,5.6,10.5,3
MN,Mora,39982.0,85.4,17.6,96.1,0.8,0.7,0.3,2.2,1
MN,Morris,41991.0,88.4,27.6,90.9,1.3,1.5,2.5,3.2,1
MN,New Hope,50165.0,89.7,12.0,74.5,14.7,0.4,3.8,6.5,1
MN,North Branch,67122.0,94.7,6.4,96.6,0.5,0.4,0.8,1.9,1
MN,Peterson,51250.0,90.5,7.9,99.5,0.0,0.5,0.0,1.0,1
MN,Plymouth,85418.0,97.3,5.8,84.2,5.2,0.3,6.9,3.0,1
MN,Roseville,63678.0,93.4,11.5,81.3,6.2,0.5,7.3,4.6,1
MN,St. Cloud,45437.0,91.4,23.3,84.6,7.8,0.7,3.7,2.4,1
MN,St. Paul,48757.0,86.5,22.3,60.1,15.7,1.1,15.0,9.6,6
MN,Vadnais Heights,71518.0,93.7,6.4,84.9,3.6,0.5,7.6,2.8,1
MN,Vineland,36500.0,80.2,31.5,9.9,0.6,86.0,0.0,1.8,1
MS,Biloxi,39011.0,85.1,24.6,68.4,19.6,0.5,4.4,8.7,1
MS,Brookhaven,30487.0,84.8,37.1,43.8,54.1,0.1,0.7,0.9,1
MS,Columbus,30968.0,80.6,31.2,37.4,60.0,0.2,0.7,1.4,2
MS,Gautier,44675.0,88.4,15.2,61.1,32.4,0.5,1.5,5.3,1
MS,Greenville,29206.0,78.7,36.8,20.2,78.0,0.2,0.7,0.9,1
MS,Gulfport,36474.0,84.5,25.5,56.9,36.1,0.4,1.7,5.2,1
MS,Hattiesburg,26852.0,84.6,37.8,41.9,53.0,0.2,0.9,4.3,1
MS,Iuka,31684.0,68.8,20.9,91.4,6.4,0.2,0.2,1.8,2
MS,Lucedale,38900.0,77.5,30.9,68.7,29.6,0.1,0.5,1.7,1
MS,Petal,53169.0,88.5,11.8,86.1,9.9,0.2,0.7,3.5,1
MS,St. Martin,44579.0,86.2,17.2,72.1,13.4,0.4,9.7,4.1,1
MS,Smithville,37583.0,77.6,15.8,96.0,1.7,0.4,0.1,1.6,1
MS,Southaven,58227.0,88.4,11.4,71.0,22.2,0.3,1.7,5.0,2
MS,Tupelo,41487.0,87.2,23.3,58.7,36.8,0.1,1.0,3.5,2
MS,Walls,38558.0,87.2,18.7,34.7,60.8,0.2,0.6,3.0,1
MS,Water Valley,30218.0,77.3,26.5,56.4,42.2,0.1,0.1,1.1,2
MO,Affton,55946.0,91.7,8.9,94.4,1.7,0.2,2.1,2.1,1
MO,Blue Springs,63753.0,93.8,10.5,87.6,6.2,0.5,1.2,5.0,2
MO,Buffalo,34898.0,79.3,25.8,95.8,0.3,0.9,0.2,3.2,1
MO,Cape Girardeau,40107.0,88.7,25.9,81.1,12.8,0.2,1.9,2.8,1
MO,Columbia,44907.0,93.8,24.4,79.0,11.3,0.3,5.2,3.4,3
MO,Florissant,50767.0,91.7,8.5,69.3,26.8,0.2,0.8,2.0,1
MO,Harrisonville,41196.0,90.8,14.3,95.0,1.1,0.7,0.6,2.6,1
MO,Independence,43472.0,87.6,17.9,85.7,5.6,0.6,1.0,7.7,1
MO,Jackson,52752.0,92.5,13.0,95.8,1.6,0.3,0.6,1.2,1
MO,Jennings,29393.0,79.5,29.9,8.5,89.8,0.1,0.2,0.6,1
MO,Kansas City,45821.0,88.4,19.0,59.2,29.9,0.5,2.5,10.0,10
MO,Lakeshire,43438.0,92.5,13.0,93.7,2.9,0.2,0.5,3.3,1
MO,Lee's Summit,78377.0,96.4,6.5,86.1,8.4,0.3,1.7,3.9,1
MO,Maysville,28472.0,84.9,14.4,97.6,0.4,0.5,0.1,0.4,1
MO,Neosho,36266.0,80.6,20.2,84.2,1.0,1.6,0.9,11.3,1
MO,Nevada,28683.0,85.6,27.1,95.1,1.1,0.8,0.8,2.0,1
MO,Odessa,52066.0,94.9,11.7,94.8,1.4,0.4,0.4,2.2,1
MO,Ozark,45695.0,89.2,12.6,95.2,0.8,0.5,0.5,3.2,1
MO,Poplar Bluff,29536.0,80.5,27.7,84.8,10.0,0.5,0.9,2.2,1
MO,Republic,50972.0,93.2,15.8,95.6,0.7,0.6,0.5,2.2,1
MO,St. Joseph,43298.0,86.4,19.9,87.8,6.0,0.5,0.9,5.7,1
MO,St. Louis,35599.0,84.1,27.1,43.9,49.2,0.3,2.9,3.5,15
MO,Sedalia,31460.0,80.7,23.9,85.3,5.2,0.5,0.7,9.0,1
MO,Springfield,33557.0,88.3,25.7,88.7,4.1,0.8,1.9,3.7,4
MO,Sugar Creek,35738.0,88.2,15.5,90.9,2.5,0.5,0.6,7.1,3
MO,Sullivan,30507.0,79.3,19.0,97.4,0.2,0.4,0.4,2.2,1
MT,Billings,51012.0,92.8,12.8,89.6,0.8,4.4,0.7,5.2,4
MT,Dillon,38750.0,92.5,22.0,94.7,0.3,1.4,0.5,3.5,1
MT,Huntley,,100.0,0.0,94.6,0.0,1.1,0.4,4.9,1
MT,Livingston,40619.0,94.7,12.7,96.2,0.1,0.8,0.3,2.5,1
MT,Malta,30697.0,88.8,14.3,88.2,0.1,5.5,0.4,2.0,1
MT,Superior,22069.0,89.2,25.5,93.8,0.7,1.2,1.6,2.3,1
MT,Three Forks,51603.0,90.9,8.6,98.1,0.2,0.4,0.5,2.1,1
NE,Big Springs,46250.0,86.3,18.1,94.5,0.0,0.8,0.0,8.0,1
NE,Lincoln,49840.0,93.1,15.9,86.0,3.8,0.8,3.8,6.3,3
NE,Louisville,51806.0,91.5,4.4,96.7,0.5,0.5,0.1,1.4,1
NE,Omaha,49896.0,88.0,16.7,73.1,13.7,0.8,2.4,13.1,8
NE,Sidney,54242.0,93.6,13.5,92.3,0.2,0.8,2.3,7.4,1
NE,York,47865.0,93.9,13.1,94.9,1.0,0.3,0.7,4.4,1
NV,Boulder City,56405.0,93.3,10.3,92.3,0.9,0.8,1.1,7.1,1
NV,Gardnerville Ranchos,52179.0,94.5,15.7,87.4,0.5,2.8,1.1,12.8,1
NV,Henderson,63120.0,92.7,9.8,76.9,5.1,0.7,7.2,14.9,2
NV,Las Vegas,50202.0,83.3,17.5,62.1,11.1,0.7,6.1,31.5,21
NV,North Las Vegas,52511.0,78.2,16.6,47.4,19.9,0.8,6.3,38.8,3
NV,Pahrump,41229.0,85.2,18.9,86.1,2.1,1.1,1.4,12.9,1
NV,Reno,47012.0,85.7,18.3,74.2,2.9,1.3,6.3,24.3,8
NV,Silver Springs,33780.0,81.4,22.8,89.0,0.3,2.0,0.9,7.4,1
NV,Sparks,52795.0,85.5,13.0,74.5,2.6,1.2,5.9,26.3,1
NH,Claremont,45859.0,87.2,14.1,95.9,0.6,0.3,0.9,1.3,1
NH,Derry,58302.0,94.4,8.0,94.2,1.0,0.3,1.6,3.6,1
NH,Hampton,79460.0,96.6,5.3,96.1,0.7,0.1,1.4,1.8,1
NH,Peterborough,41101.0,97.6,6.6,96.3,0.5,0.1,1.8,1.4,1
NJ,Atlantic City,25737.0,69.6,36.9,26.7,38.3,0.6,15.6,30.4,2
NJ,Bridgeton,36208.0,61.5,32.0,32.6,35.5,1.4,0.6,43.6,1
NJ,Camden,25042.0,67.6,39.9,17.6,48.1,0.8,2.1,47.0,3
NJ,Hackensack,55289.0,86.6,15.8,46.7,24.4,0.6,10.3,35.3,2
NJ,Newark,33139.0,72.3,29.7,26.3,52.4,0.6,1.6,33.8,5
NJ,New Brunswick,38435.0,61.6,34.7,45.4,16.0,0.9,7.6,49.9,1
NJ,Old Bridge,99422.0,92.0,3.3,79.6,4.4,0.2,11.1,11.0,1
NJ,Paterson,32915.0,71.4,29.1,34.7,31.7,1.1,3.3,57.6,3
NJ,Toms River,72196.0,91.9,6.1,89.7,2.8,0.2,3.7,8.0,1
NJ,Trenton,34257.0,71.0,28.3,26.6,52.0,0.7,1.2,33.7,1
